name,country,institution,dblp,pid,final_url,expertise
dan ports,united states,univ. of washington,https://dblp.uni-trier.de/pid/03/6105.html,03-6105,https://dblp.uni-trier.de/pid/03/6105.html,7
dan suciu,united states,university of washington,https://dblp.org/pid/s/DanSuciu.html,s-DanSuciu,https://dblp.org/pid/s/DanSuciu.html,7
dana van aken,united states,ottertune,https://dblp.org/pid/154/0932.html,154-0932,https://dblp.org/pid/154/0932.html,1
danfeng yao,united states,virginia tech,https://dblp.org/pid/y/DanfengYao.html,y-DanfengYao,https://dblp.org/pid/y/DanfengYao.html,6
danica porobic,switzerland,oracle,https://dblp.org/pers/p/Porobic:Danica.html,69-9726,https://dblp.org/pid/69/9726.html,3
daniel abadi,united states,"university of maryland, college park",https://dblp.org/pid/a/DJAbadi.html,a-DJAbadi,https://dblp.org/pid/a/DJAbadi.html,10
daniel abadi,united states,"university of maryland, college park",https://dblp.org/pid/a/DJAbadi.html,a-DJAbadi,https://dblp.org/pid/a/DJAbadi.html,6
daniel deutch,israel,tel aviv university,https://dblp.org/pid/98/6876.html,98-6876,https://dblp.org/pid/98/6876.html,4
daniel deutch,israel,tel aviv university,https://dblp.org/pid/98/6876.html,98-6876,https://dblp.org/pid/98/6876.html,7
daniel kang,united states,stanford,https://dblp.org/pid/40/6300.html,40-6300,https://dblp.org/pid/40/6300.html,5
daniel oliveira,brazil,"uff, brazil",https://dblp.org/pid/68/7553-1.html,68-7553-1,https://dblp.org/pid/68/7553-1.html,5
danish contractor,india,ibm,https://dblp.org/pid/93/9012.html,93-9012,https://dblp.org/pid/93/9012.html,4
daojian zeng,china,csust,https://dblp.org/pers/z/Zeng:Daojian.html,133-1954,https://dblp.org/pid/133/1954.html,3
dario colazzo,france,u. paris dauphine,https://dblp.uni-trier.de/pers/c/Colazzo:Dario.html,c-DarioColazzo,https://dblp.uni-trier.de/pid/c/DarioColazzo.html,10
david koop,united states,northern illinois university,https://dblp.org/pid/54/1720.html,54-1720,https://dblp.org/pid/54/1720.html,10
david koop,united states,u mass dartmouth,https://dblp.org/pid/54/1720.html,54-1720,https://dblp.org/pid/54/1720.html,5
davide martinenghi,italy,politecnico di milano,https://dblp.org/pid/14/6896.html,14-6896,https://dblp.org/pid/14/6896.html,6
davide mottin,denmark,aarhus univ,https://dblp.uni-trier.de/pers/m/Mottin:Davide.html,135-7623,https://dblp.uni-trier.de/pid/135/7623.html,6
davood rafiei,canada,university of alberta,https://dblp.org/pid/r/DRafiei.html,r-DRafiei,https://dblp.org/pid/r/DRafiei.html,9
debapriyo majumdar,india,indian statistical institute kolkata,https://dblp.org/pers/m/Majumdar:Debapriyo.html,m-DebapriyoMajumdar,https://dblp.org/pid/m/DebapriyoMajumdar.html,8
debasis ganguly,ireland,university of glasgow,https://dblp.org/pers/g/Ganguly:Debasis.html,41-7272,https://dblp.org/pid/41/7272.html,2
deepak mishra,india,indian institute of technology jodhpur,https://dblp.uni-trier.de/pers/m/Mishra:Deepak.html,65-6758,https://dblp.uni-trier.de/pid/65/6758.html,5
deepak p,united kingdom,queen's university belfast,https://dblp.org/pers/hd/p/P_0001:Deepak,33-1882,https://dblp.org/pid/33/1882.html,9
demetrios zeinalipour-yazti,greece,university of cyprus,https://dblp.org/pid/z/DemetriosZeinalipourYazti.html,z-DemetriosZeinalipourYazti,https://dblp.org/pid/z/DemetriosZeinalipourYazti.html,6
de-nian yang,taiwan,academia sinica,https://dblp.org/pers/y/Yang:De=Nian.html,85-318,https://dblp.org/pid/85/318.html,2
di you,united states,worcester polytechnic institute,https://dblp.org/pers/y/You:Di.html,83-8652,https://dblp.org/pid/83/8652.html,4
dimitrios gunopulos,greece,university of athens,https://dblp.org/pid/g/DimitriosGunopulos.html,g-DimitriosGunopulos,https://dblp.org/pid/g/DimitriosGunopulos.html,9
dimitris papadias,hong kong sar,hkust,https://dblp.org/pers/hd/p/Papadias:Dimitris,p-DimitrisPapadias,https://dblp.org/pid/p/DimitrisPapadias.html,4
dimitris sacharidis,austria,ulb,https://dblp.org/pid/19/4428.html,19-4428,https://dblp.org/pid/19/4428.html,3
dinesh garg,india,ibm research,https://dblp.uni-trier.de/pers/g/Garg:Dinesh.html,94-4438,https://dblp.uni-trier.de/pid/94/4438.html,3
dingming wu,china,shenzhen university,https://dblp.org/pid/81/6181.html,81-6181,https://dblp.org/pid/81/6181.html,8
dipyaman banerjee,india,ieee,https://dblp.org/pid/43/6688.html,43-6688,https://dblp.org/pid/43/6688.html,3
divesh srivastava,united states,at&t,https://dblp.uni-trier.de/pid/s/DiveshSrivastava.html,s-DiveshSrivastava,https://dblp.uni-trier.de/pid/s/DiveshSrivastava.html,2
divy agrawal,united states,"university of california, santa barbara",https://dblp.org/pid/a/DivyakantAgrawal.html,a-DivyakantAgrawal,https://dblp.org/pid/a/DivyakantAgrawal.html,6
dixin tang,united states,uc berkeley,https://dblp.org/pid/155/5478.html,155-5478,https://dblp.org/pid/155/5478.html,2
diyi yang,united states,georgia institute of technology,https://dblp.org/pers/y/Yang:Diyi.html,70-11145,https://dblp.org/pid/70/11145.html,1
djellel difallah,united states,nyu,https://dblp.org/pers/d/Difallah:Djellel_Eddine.html,09-10814,https://dblp.org/pid/09/10814.html,9
dominik moritz,united states,cmu,https://dblp.org/pid/147/1186.html,147-1186,https://dblp.org/pid/147/1186.html,2
donald kossmann,switzerland,microsoft research,https://dblp.uni-trier.de/pers/k/Kossmann:Donald.html,k-DonaldKossmann,https://dblp.uni-trier.de/pid/k/DonaldKossmann.html,9
donatella firmani,italy,roma tre university,https://dblp.uni-trier.de/pers/f/Firmani:Donatella.html,05-10127,https://dblp.uni-trier.de/pid/05/10127.html,9
dong deng,united states,rutgers universituy - new brunswick,https://dblp.org/pid/71/8700-1.html,71-8700-1,https://dblp.org/pid/71/8700-1.html,7
dong deng,united states,rutgers university,https://dblp.org/pid/71/8700-1.html,71-8700-1,https://dblp.org/pid/71/8700-1.html,7
dong xie,united states,penn state university,https://dblp.org/pid/20/6977-1.html,20-6977-1,https://dblp.org/pid/20/6977-1.html,9
donghyun kim,united states,yahoo! research,https://dblp.uni-trier.de/pers/hd/k/Kim:Donghyun,33-6749,https://dblp.uni-trier.de/pid/33/6749.html,3
dongxiang zhang,china,zhejiang university,https://dblp.org/pid/89/6013.html,89-6013,https://dblp.org/pid/89/6013.html,6
dumitrel loghin,singapore,national university of singapore,https://dblp.uni-trier.de/pers/l/Loghin:Dumitrel.html,03-10118,https://dblp.uni-trier.de/pid/03/10118.html,1
durga toshniwal,india,indian institute of technology roorkee,https://dblp.org/pers/t/Toshniwal:Durga.html,37-640,https://dblp.org/pid/37/640.html,4
dwaipayan roy,india,gesis - leibniz institute for the social sciences,https://dblp.org/pers/r/Roy:Dwaipayan.html,315-0861,https://dblp.org/pid/315/0861.html,1
eddie kohler,united states,harvard university,https://dblp.uni-trier.de/pers/k/Kohler:Eddie.html,78-5231,https://dblp.uni-trier.de/pid/78/5231.html,9
eduard dragut,united states,temple university,https://dblp.org/pers/d/Dragut:Eduard_Constantin.html,66-6919,https://dblp.org/pid/66/6919.html,10
eduardo ogasawara,brazil,cefet-rj,https://dblp.org/pid/24/788.html,24-788,https://dblp.org/pid/24/788.html,8
edward fox,united states,virginia tech,https://dblp.uni-trier.de/pid/f/EdwardAFox.html,f-EdwardAFox,https://dblp.uni-trier.de/pid/f/EdwardAFox.html,4
edwin lughofer,austria,johannes kepler university linz,https://dblp.org/pers/l/Lughofer:Edwin.html,04-1538,https://dblp.org/pid/04/1538.html,2
ekaterini ioanou,netherlands,tilburg university,https://dblp.org/pid/68/3366.html,68-3366,https://dblp.org/pid/68/3366.html,2
elena baralis,italy,dipartimento di automatica e informatica politecnico di torino,https://dblp.org/pid/77/5283.html,77-5283,https://dblp.org/pid/77/5283.html,9
elena demidova,germany,l3s research center,https://dblp.uni-trier.de/pers/d/Demidova:Elena.html,84-2154,https://dblp.uni-trier.de/pid/84/2154.html,3
eleni tsirita-zacharatou,germany,tu berlin,https://dblp.org/pers/z/Zacharatou:Eleni_Tzirita.html,164-7451,https://dblp.org/pid/164/7451.html,10
eliana pastor,italy,politecnico di torino,https://dblp.org/pid/225/2019.html,225-2019,https://dblp.org/pid/225/2019.html,10
elisa bertino,united states,"purdue university, usa",https://dblp.uni-trier.de/pers/b/Bertino:Elisa.html,b-ElisaBertino,https://dblp.uni-trier.de/pid/b/ElisaBertino.html,8
elke rundensteiner,united states,wpi,https://dblp.uni-trier.de/pers/r/Rundensteiner:Elke_A=.html,r-EARundensteiner,https://dblp.uni-trier.de/pid/r/EARundensteiner.html,2
elkindi rezig,united states,mit,https://dblp.org/pid/96/8919.html,96-8919,https://dblp.org/pid/96/8919.html,1
emmanuel muller,germany,"b-it, data science and data engineering",https://dblp.uni-trier.de/pid/55/6899.html,55-6899,https://dblp.uni-trier.de/pid/55/6899.html,7
emmanuel muller,germany,hasso plattner institute,https://dblp.uni-trier.de/pid/55/6899.html,55-6899,https://dblp.uni-trier.de/pid/55/6899.html,2
entong shen,united states,amazon web services,https://dblp.org/pid/31/9364.html,31-9364,https://dblp.org/pid/31/9364.html,10
entong shen,united states,databricks,https://dblp.org/pid/31/9364.html,31-9364,https://dblp.org/pid/31/9364.html,7
erhard rahm,germany,university of leipzig,https://dblp.org/pid/r/ERahm.html,r-ERahm,https://dblp.org/pid/r/ERahm.html,4
eric lo,hong kong sar,chinese university of hong kong,https://dblp.org/pid/80/2320.html,80-2320,https://dblp.org/pid/80/2320.html,5
erietta liarou,united states,harvard,https://dblp.uni-trier.de/pers/l/Liarou:Erietta.html,88-6520,https://dblp.uni-trier.de/pid/88/6520.html,6
erkang zhu,united states,microsoft research,https://dblp.org/pid/116/5135.html,116-5135,https://dblp.org/pid/116/5135.html,9
eser kandogan,united states,megagon labs,https://dblp.org/pid/54/6752.html,54-6752,https://dblp.org/pid/54/6752.html,6
ester livshits,united kingdom,university of edinburgh,https://dblp.org/pid/177/8852.html,177-8852,https://dblp.org/pid/177/8852.html,3
eugene wu,united states,columbia university,https://dblp.org/pid/41/3679.html,41-3679,https://dblp.org/pid/41/3679.html,5
eugene wu,united states,columbia university,https://dblp.org/pid/41/3679.html,41-3679,https://dblp.org/pid/41/3679.html,3
eunyee koh,united states,adobe,https://dblp.org/pers/k/Koh:Eunyee.html,81-4388,https://dblp.org/pid/81/4388.html,2
evaggelia pitoura,greece,univ. of ioannina,https://dblp.org/pers/p/Pitoura:Evaggelia.html,p-EPitoura,https://dblp.org/pid/p/EPitoura.html,5
fan zhang,china,guangzhou university,https://dblp.org/pid/21/3626-36.html,21-3626-36,https://dblp.org/pid/21/3626-36.html,1
farnoush banaei-kashani,united states,university of colorado-denver,https://dblp.org/pid/34/508.html,34-508,https://dblp.org/pid/34/508.html,9
farouk toumani,france,"limos, cnrs, university clermont auvergne",https://dblp.org/pid/t/FaroukToumani.html,t-FaroukToumani,https://dblp.org/pid/t/FaroukToumani.html,4
fatemeh nargesian,united states,university of rochester,https://dblp.org/pid/23/7274.html,23-7274,https://dblp.org/pid/23/7274.html,8
fatma ozcan,united states,google,https://dblp.uni-trier.de/pers/=/=Ouml=zcan:Fatma.html,o-FatmaOzcan,https://dblp.uni-trier.de/pid/o/FatmaOzcan.html,6
fatma ozcan,united states,ibm almaden,https://dblp.uni-trier.de/pers/=/=Ouml=zcan:Fatma.html,o-FatmaOzcan,https://dblp.uni-trier.de/pid/o/FatmaOzcan.html,2
fei chiang,canada,mcmaster university,https://dblp.uni-trier.de/pers/c/Chiang:Fei.html,66-2556,https://dblp.uni-trier.de/pid/66/2556.html,5
fei sun,china,alibaba group,https://dblp.org/pid/51/394-1.html,51-394-1,https://dblp.org/pid/51/394-1.html,8
fei wu,china,hust,https://dblp.org/pid/84/3254-5.html,84-3254-5,https://dblp.org/pid/84/3254-5.html,10
feida zhu,singapore,singapore management university,https://dblp.org/pid/77/1985.html,77-1985,https://dblp.org/pid/77/1985.html,2
feida zhu,singapore,smu,https://dblp.org/pid/77/1985.html,77-1985,https://dblp.org/pid/77/1985.html,9
feifei li,china,alibaba group,https://dblp.org/pid/l/FeifeiLi.html,l-FeifeiLi,https://dblp.org/pid/l/FeifeiLi.html,10
felix naumann,germany,hasso plattner institute,https://dblp.uni-trier.de/pers/n/Naumann:Felix.html,n-FelixNaumann,https://dblp.uni-trier.de/pid/n/FelixNaumann.html,10
felix schuhknecht,germany,u mainz,https://dblp.uni-trier.de/pers/hd/s/Schuhknecht:Felix_Martin,129-6818,https://dblp.uni-trier.de/pid/129/6818.html,2
feng zhang,china,renmin university of china,https://dblp.org/pid/48/1294-7.html,48-1294-7,https://dblp.org/pid/48/1294-7.html,9
fernando chirigati,united states,nyu,https://dblp.org/pers/c/Chirigati:Fernando_Seabra.html,04-5404,https://dblp.org/pid/04/5404.html,10
filip ilievski,united states,isi,https://dblp.org/pers/i/Ilievski:Filip.html,167-4770,https://dblp.org/pid/167/4770.html,6
filip murlak,poland,"university of warsaw, poland",https://dblp.org/pers/m/Murlak:Filip.html,14-4251,https://dblp.org/pid/14/4251.html,10
flip korn,united states,"google, usa",https://dblp.uni-trier.de/pers/k/Korn:Flip.html,k-FlipKorn,https://dblp.uni-trier.de/pid/k/FlipKorn.html,9
florian kerschbaum,canada,university of waterloo,https://dblp.org/pers/k/Kerschbaum:Florian.html,26-5304,https://dblp.org/pid/26/5304.html,5
florin rusu,united states,uc merced,https://dblp.org/pers/r/Rusu:Florin.html,73-343,https://dblp.org/pid/73/343.html,3
floris geerts,belgium,university of antwerp,https://dblp.org/pers/g/Geerts:Floris.html,g-FlorisGeerts,https://dblp.org/pid/g/FlorisGeerts.html,7
fotis psallidas,united states,microsoft,https://dblp.org/pers/p/Psallidas:Fotis.html,135-5141,https://dblp.org/pid/135/5141.html,9
foto afrati,greece,"ntua, greece",https://dblp.org/pid/a/FotoNAfrati.html,a-FotoNAfrati,https://dblp.org/pid/a/FotoNAfrati.html,10
francesco bonchi,italy,"isi foundation, turin",https://dblp.uni-trier.de/pid/b/FBonchi.html,b-FBonchi,https://dblp.uni-trier.de/pid/b/FBonchi.html,9
francesco bonchi,spain,"yahoo labs barcelona, spain",https://dblp.uni-trier.de/pid/b/FBonchi.html,b-FBonchi,https://dblp.uni-trier.de/pid/b/FBonchi.html,4
francesco gullo,italy,unicredit,https://dblp.uni-trier.de/pers/g/Gullo:Francesco.html,63-3664,https://dblp.uni-trier.de/pid/63/3664.html,4
frank neven,belgium,university of hasselt,https://dblp.org/pid/n/FrankNeven.html,n-FrankNeven,https://dblp.org/pid/n/FrankNeven.html,9
franois goasdou,france,u. rennes 1,https://dblp.uni-trier.de/pid/92/6981.html,92-6981,https://dblp.uni-trier.de/pid/92/6981.html,9
fusheng wang,united states,stonybrook university,https://dblp.org/pid/69/3405-1.html,69-3405-1,https://dblp.org/pid/69/3405-1.html,8
gabriel ghinita,united states,univ. of massachusetts boston,https://dblp.org/pers/g/Ghinita:Gabriel.html,80-6521,https://dblp.org/pid/80/6521.html,3
gabriela jacques-silva,united states,facebook,https://dblp.org/pers/j/Jacques=Silva:Gabriela.html,j-GabrielaJacquesSilva,https://dblp.org/pid/j/GabrielaJacquesSilva.html,10
gabriele tolomei,italy,sapienza university of rome,https://dblp.org/pers/t/Tolomei:Gabriele.html,72-7456,https://dblp.org/pid/72/7456.html,4
ganesh jawahar,france,inria,https://dblp.org/pers/j/Jawahar:Ganesh.html,203-9710,https://dblp.org/pid/203/9710.html,5
gang chen,china,zhejiang university,https://dblp.org/pid/67/6383-1.html,67-6383-1,https://dblp.org/pid/67/6383-1.html,5
gao cong,singapore,nanyang technological univesity,https://dblp.org/pers/c/Cong:Gao.html,33-3180,https://dblp.org/pid/33/3180.html,6
gaurav sinha,india,adobe research,https://dblp.org/pid/29/2979.html,29-2979,https://dblp.org/pid/29/2979.html,10
gaurav verma,united states,georgia tech,https://dblp.org/pid/15/1669.html,15-1669,https://dblp.org/pid/15/1669.html,10
gautam das,united states,ut arlington,https://dblp.org/pid/07/1181.html,07-1181,https://dblp.org/pid/07/1181.html,4
gautam shroff,india,"tcs research, tata consultancy services",https://dblp.org/pers/hd/s/Shroff:Gautam_M=,54-3265,https://dblp.org/pid/54/3265.html,3
ge yu,china,neu,https://dblp.org/pid/49/6363.html,49-6363,https://dblp.org/pid/49/6363.html,6
george fakas,sweden,uppsala university,https://dblp.org/pid/59/1952.html,59-1952,https://dblp.org/pid/59/1952.html,8
george fletcher,netherlands,eindhoven university of technology the netherlands,https://dblp.org/pid/f/GeorgeHLFletcher.html,f-GeorgeHLFletcher,https://dblp.org/pid/f/GeorgeHLFletcher.html,2
george h. l. fletcher,netherlands,eindhoven  university of technology,https://dblp.uni-trier.de/pid/f/GeorgeHLFletcher.html,f-GeorgeHLFletcher,https://dblp.uni-trier.de/pid/f/GeorgeHLFletcher.html,7
george kollios,united states,boston university,https://dblp.uni-trier.de/pid/k/GeorgeKollios.html,k-GeorgeKollios,https://dblp.uni-trier.de/pid/k/GeorgeKollios.html,4
george papadakis,greece,university of athens,https://dblp.org/pid/32/1624.html,32-1624,https://dblp.org/pid/32/1624.html,5
george papadakis,greece,university of athens,https://dblp.org/pid/32/1624.html,32-1624,https://dblp.org/pid/32/1624.html,9
george papastefanatos,greece,athena research center,https://dblp.org/pid/44/2379.html,44-2379,https://dblp.org/pid/44/2379.html,2
georgia koutrika,greece,athena research center,https://dblp.org/pid/k/GeorgiaKoutrika.html,k-GeorgiaKoutrika,https://dblp.org/pid/k/GeorgiaKoutrika.html,1
georgia koutrika,greece,athena research center,https://dblp.org/pid/k/GeorgiaKoutrika.html,k-GeorgiaKoutrika,https://dblp.org/pid/k/GeorgiaKoutrika.html,9
georgia koutrika,greece,athena research center,https://dblp.org/pid/k/GeorgiaKoutrika.html,k-GeorgiaKoutrika,https://dblp.org/pid/k/GeorgiaKoutrika.html,5
gerard melo,united states,rutgers university,https://dblp.org/pers/m/Melo:Gerard_de.html,86-1747,https://dblp.org/pid/86/1747.html,8
gerhard weikum,germany,max-planck-institut fur informatik,https://dblp.org/pid/w/GerhardWeikum.html,w-GerhardWeikum,https://dblp.org/pid/w/GerhardWeikum.html,4
germain forestier,france,university of haute alsace,https://dblp.uni-trier.de/pers/f/Forestier:Germain.html,83-2426,https://dblp.uni-trier.de/pid/83/2426.html,7
ghislain fourny,switzerland,eth zurich,https://dblp.org/pid/86/1723.html,86-1723,https://dblp.org/pid/86/1723.html,3
gillian dobbie,new zealand,univ. of auckland,https://dblp.org/pers/d/Dobbie:Gillian.html,d-GDobbie,https://dblp.org/pid/d/GDobbie.html,9
giorgos giannopoulos,greece,athena research,https://dblp.org/pid/42/4419.html,42-4419,https://dblp.org/pid/42/4419.html,1
giovanni simonini,italy,university of modena and reggio emilia,https://dblp.org/pid/151/8293.html,151-8293,https://dblp.org/pid/151/8293.html,10
giovanni simonini,italy,university of modena and reggio emilia,https://dblp.org/pid/151/8293.html,151-8293,https://dblp.org/pid/151/8293.html,10
goce trajcevski,united states,iowa state university,https://dblp.org/pers/t/Trajcevski:Goce.html,66-974,https://dblp.org/pid/66/974.html,5
goetz graefe,united states,google,https://dblp.org/pid/g/GoetzGraefe.html,g-GoetzGraefe,https://dblp.org/pid/g/GoetzGraefe.html,6
gong cheng,china,nanjing university,https://dblp.uni-trier.de/pers/hd/c/Cheng_0001:Gong,69-1215-1,https://dblp.uni-trier.de/pid/69/1215-1.html,3
gordon cormack,canada,university of waterloo,https://dblp.org/pers/c/Cormack:Gordon_V=.html,c-GVCormack,https://dblp.org/pid/c/GVCormack.html,1
graham cormode,united kingdom,university of warwick,https://dblp.org/pers/c/Cormode:Graham.html,c-GrahamCormode,https://dblp.org/pid/c/GrahamCormode.html,8
gregory grefenstette,france,"ihmc and biggerpan, inc",https://dblp.uni-trier.de/pers/g/Grefenstette:Gregory.html,46-968,https://dblp.uni-trier.de/pid/46/968.html,10
grigorios loukides,united kingdom,king's college london,https://dblp.org/pid/96/4724.html,96-4724,https://dblp.org/pid/96/4724.html,7
guihai chen,china,nanjing university,https://dblp.org/pid/51/1742.html,51-1742,https://dblp.org/pid/51/1742.html,7
guoliang li,china,tsinghua university,https://dblp.org/pers/l/Li_0001:Guoliang.html,l-GuoliangLi,https://dblp.org/pid/l/GuoliangLi.html,8
guoren wang,china,beijing institute of technology,https://dblp.org/pid/64/146.html,64-146,https://dblp.org/pid/64/146.html,3
guozhang wang,united states,confluent inc.,https://dblp.org/pid/40/3179.html,40-3179,https://dblp.org/pid/40/3179.html,1
gupta utkarsh,india,1mg.com,https://dblp.org/pid/159/9386.html,159-9386,https://dblp.org/pid/159/9386.html,9
gustavo alonso,switzerland,eth,https://dblp.org/pid/a/GustavoAlonso.html,a-GustavoAlonso,https://dblp.org/pid/a/GustavoAlonso.html,8
h. jagadish,united states,university of michigan,https://dblp.uni-trier.de/pid/j/HVJagadish.html,j-HVJagadish,https://dblp.uni-trier.de/pid/j/HVJagadish.html,5
haibo hu,hong kong sar,hong kong polytechnic university,https://dblp.org/pid/90/5236-1.html,90-5236-1,https://dblp.org/pid/90/5236-1.html,2
hainan zhang,china,"institute of computing and technology, chinese academy of sciences",https://dblp.org/pers/z/Zhang:Hainan.html,120-7359,https://dblp.org/pid/120/7359.html,5
haipeng dai,china,nanjing university,https://dblp.org/pid/124/6911.html,124-6911,https://dblp.org/pid/124/6911.html,8
hai-tao yu,japan,university of tsukuba,https://dblp.uni-trier.de/pid/75/6588-3.html,75-6588-3,https://dblp.uni-trier.de/pid/75/6588-3.html,5
haitao yuan,china,tsinghua university,https://dblp.org/pid/267/9406-2.html,267-9406-2,https://dblp.org/pid/267/9406-2.html,8
haixun wang,united states,facebook,https://dblp.uni-trier.de/pers/w/Wang:Haixun.html,w-HaixunWang,https://dblp.uni-trier.de/pid/w/HaixunWang.html,9
hakan ferhatosmanoglu,turkey,university of warwick,https://dblp.uni-trier.de/pers/f/Ferhatosmanoglu:Hakan.html,f-HFerhatosmanoglu,https://dblp.uni-trier.de/pid/f/HFerhatosmanoglu.html,8
hakan ferhatosmanoglu,united kingdom,university of warwick,https://dblp.uni-trier.de/pers/f/Ferhatosmanoglu:Hakan.html,f-HFerhatosmanoglu,https://dblp.uni-trier.de/pid/f/HFerhatosmanoglu.html,2
hamed khanpour,united states,university of north texas,https://dblp.org/pers/k/Khanpour:Hamed.html,191-6085,https://dblp.org/pid/191/6085.html,3
hank korth,united states,lehigh university,https://dblp.org/pers/k/Korth:Henry_F=.html,k-HenryFKorth,https://dblp.org/pid/k/HenryFKorth.html,3
hannes muehleisen,netherlands,cwi,https://dblp.uni-trier.de/pid/25/9489.html,25-9489,https://dblp.uni-trier.de/pid/25/9489.html,6
hannes voigt,germany,neo4j,https://dblp.org/pers/v/Voigt:Hannes.html,19-1082,https://dblp.org/pid/19/1082.html,2
hao wei,united states,"amazon, usa",https://dblp.uni-trier.de/pers/h/Hao:Wei.html,23-1867,https://dblp.uni-trier.de/pid/23/1867.html,9
haoyu huang,united states,google,https://dblp.org/pid/172/9415.html,172-9415,https://dblp.org/pid/172/9415.html,4
haridimos kondylakis,greece,forth-ics,https://dblp.org/pid/24/279.html,24-279,https://dblp.org/pid/24/279.html,1
harika abburi,india,iiit hyderabad,https://dblp.org/pid/184/2150.html,184-2150,https://dblp.org/pid/184/2150.html,1
harish doraiswamy,united states,independent consultant,https://dblp.org/pid/05/264.html,05-264,https://dblp.org/pid/05/264.html,4
heiko mueller,united states,nyu,https://dblp.org/pid/m/HeikoMuller.html,m-HeikoMuller,https://dblp.org/pid/m/HeikoMuller.html,3
heiko mueller,united states,nyu,https://dblp.org/pid/m/HeikoMuller.html,m-HeikoMuller,https://dblp.org/pid/m/HeikoMuller.html,1
heiner stuckenschmidt,germany,university of mannheim,https://dblp.org/pers/s/Stuckenschmidt:Heiner.html,50-5895,https://dblp.org/pid/50/5895.html,3
heli helskyaho,finland,university of helsinki,https://dblp.uni-trier.de/pers/hd/h/Helskyaho:Heli,237-4617,https://dblp.uni-trier.de/pid/237/4617.html,9
hemant saxena,canada,waterloo univeresity,https://dblp.org/pid/167/2106.html,167-2106,https://dblp.org/pid/167/2106.html,9
herodotos herodotou,cyprus,cyprus univ. technology,https://dblp.org/pers/h/Herodotou:Herodotos.html,26-5170,https://dblp.org/pid/26/5170.html,5
hima patel,india,ibm research,https://dblp.org/pid/149/2405.html,149-2405,https://dblp.org/pid/149/2405.html,10
himanshu bhatt,india,iiitd,https://dblp.org/pers/b/Bhatt:Himanshu_S=.html,96-8522,https://dblp.org/pid/96/8522.html,2
himanshu gupta,india,ibm india research laboratory,https://dblp.org/pers/g/Gupta:Himanshu.html,330-0760,https://dblp.org/pid/330/0760.html,2
hiroshi mamitsuka,japan,kyoto university / aalto university,https://dblp.org/pers/m/Mamitsuka:Hiroshi.html,59-2081,https://dblp.org/pid/59/2081.html,10
holger pirk,united kingdom,imperial college,https://dblp.org/pid/08/3969.html,08-3969,https://dblp.org/pid/08/3969.html,9
holger pirk,united kingdom,"imperial college, uk",https://dblp.org/pid/08/3969.html,08-3969,https://dblp.org/pid/08/3969.html,1
holger pirk,united states,mit,https://dblp.org/pid/08/3969.html,08-3969,https://dblp.org/pid/08/3969.html,4
hong cheng,hong kong sar,chinese university of hong kong,https://dblp.uni-trier.de/pid/85/5637-1.html,85-5637-1,https://dblp.uni-trier.de/pid/85/5637-1.html,5
hong-jie dai,taiwan,national kaohsiung university of science and technology,https://dblp.uni-trier.de/pers/d/Dai:Hong=Jie.html,91-6078,https://dblp.uni-trier.de/pid/91/6078.html,3
hongning wang,united states,university of virginia,https://dblp.org/pers/w/Wang:Hongning.html,05-6545,https://dblp.org/pid/05/6545.html,4
hongzhi wang,china,harbin institute of technology,https://dblp.uni-trier.de/pid/81/940.html,81-940,https://dblp.uni-trier.de/pid/81/940.html,1
hongzhi yin,australia,the university of queensland,https://dblp.org/pid/04/10606.html,04-10606,https://dblp.org/pid/04/10606.html,7
hua lu,denmark,aalborg university,https://dblp.org/pid/l/HuaLu.html,l-HuaLu,https://dblp.org/pid/l/HuaLu.html,6
hua lu,denmark,roskilde university,https://dblp.org/pid/l/HuaLu.html,l-HuaLu,https://dblp.org/pid/l/HuaLu.html,5
huan sun,united states,the ohio state university,https://dblp.org/pid/33/2952.html,33-2952,https://dblp.org/pid/33/2952.html,1
huanchen zhang,china,tsinghua,https://dblp.org/pid/13/8730.html,13-8730,https://dblp.org/pid/13/8730.html,7
huanchen zhang,china,tsinghua university,https://dblp.org/pid/13/8730.html,13-8730,https://dblp.org/pid/13/8730.html,8
hui li,china,xidian university,https://dblp.org/pid/l/HuiLi5.html,l-HuiLi5,https://dblp.org/pid/l/HuiLi5.html,6
hui li,china,xidian university,https://dblp.org/pid/l/HuiLi5.html,l-HuiLi5,https://dblp.org/pid/l/HuiLi5.html,6
hui xiong,china,msra,https://dblp.org/pid/x/HuiXiong.html,262-1686-1,https://dblp.org/pid/262/1686-1.html,7
huiping cao,united states,new mexico state university,https://dblp.org/pid/04/492.html,04-492,https://dblp.org/pid/04/492.html,1
hung ngo,united states,relationalai inc.,https://dblp.uni-trier.de/pers/n/Ngo_0001:Hung_Q=.html,n-HungQNgo,https://dblp.uni-trier.de/pid/n/HungQNgo.html,3
huy vo,united states,cuny,https://dblp.org/pid/77/6778.html,77-6778,https://dblp.org/pid/77/6778.html,10
hwanjo yu,south korea,postech,https://dblp.org/pers/y/Yu:Hwanjo.html,80-6889,https://dblp.org/pid/80/6889.html,10
ibrahim sabek,united states,mit,https://dblp.org/pid/16/8981.html,16-8981,https://dblp.org/pid/16/8981.html,1
